INFO: Connected
[te/device/main/service/tedge-mapper-c8y] {"@id":"tedge_container_ftw:device:main:service:tedge-mapper-c8y","@parent":"device/main//","@type":"service","type":"service"}
[te/device/main/service/tedge-mapper-c8y] {"@id":"tedge_container_ftw:device:main:service:tedge-mapper-c8y","@parent":"device/main//","@type":"service","type":"service"}
[te/device/main/service/tedge-mapper-c8y] {"@id":"tedge_container_ftw:device:main:service:tedge-mapper-c8y","@parent":"device/main//","@type":"service","type":"service"}
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-c8y,service,tedge-mapper-c8y,up
[te/device/main/service/tedge-mapper-bridge-c8y] {"@id":"tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y","@parent":"device/main//","@type":"service","name":"tedge-mapper-bridge-c8y","type":"service"}
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[c8y/s/us] 102,tedge_container_ftw:device:main:service:tedge-mapper-bridge-c8y,service,tedge-mapper-bridge-c8y,up
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.215723503Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.225468223Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.241195014Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.23361426Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.251323936Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.259515889Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.270264635Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.278781291Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
